N,p,q
123616,23,123593
123618,17,123601
123620,19,123601
123622,3,123619
123624,5,123619
123626,7,123619
123628,47,123581
123630,11,123619
123632,13,123619
123634,3,123631
123636,5,123631
123638,7,123631
123640,3,123637
123642,5,123637
123644,7,123637
123646,53,123593
123648,11,123637
123650,13,123637
123652,59,123593
123654,17,123637
123656,3,123653
123658,5,123653
123660,7,123653
123662,31,123631
123664,3,123661
123666,5,123661
123668,7,123661
123670,3,123667
123672,5,123667
123674,7,123667
123676,23,123653
123678,11,123667
123680,3,123677
123682,5,123677
123684,7,123677
123686,19,123667
123688,11,123677
123690,13,123677
123692,31,123661
123694,17,123677
123696,19,123677
123698,31,123667
123700,23,123677
123702,41,123661
123704,3,123701
123706,5,123701
123708,7,123701
123710,3,123707
123712,5,123707
123714,7,123707
123716,79,123637
123718,11,123707
123720,13,123707
123722,3,123719
123724,5,123719
123726,7,123719
123728,61,123667
123730,3,123727
123732,5,123727
123734,3,123731
123736,3,123733
123738,5,123733
123740,3,123737
123742,5,123737
123744,7,123737
123746,13,123733
123748,11,123737
123750,13,123737
123752,19,123733
123754,17,123737
123756,19,123737
123758,31,123727
123760,3,123757
123762,5,123757
123764,7,123757
123766,29,123737
123768,11,123757
123770,13,123757
123772,41,123731
123774,17,123757
123776,19,123757
123778,41,123737
123780,23,123757
123782,151,123631
123784,47,123737
123786,29,123757
123788,31,123757
123790,3,123787
123792,5,123787
123794,3,123791
123796,5,123791
123798,7,123791
123800,13,123787
123802,11,123791
123804,13,123791
123806,3,123803
123808,5,123803
123810,7,123803
123812,79,123733
123814,11,123803
123816,13,123803
123818,31,123787
123820,3,123817
123822,5,123817
123824,3,123821
123826,5,123821
123828,7,123821
123830,13,123817
123832,3,123829
123834,5,123829
123836,3,123833
123838,5,123833
123840,7,123833
123842,13,123829
123844,11,123833
123846,13,123833
123848,19,123829
123850,17,123833
123852,19,123833
123854,37,123817
123856,3,123853
123858,5,123853
123860,7,123853
123862,29,123833
123864,11,123853
123866,3,123863
123868,5,123863
123870,7,123863
123872,19,123853
123874,11,123863
123876,13,123863
123878,61,123817
123880,17,123863
123882,19,123863
123884,31,123853
123886,23,123863
123888,59,123829
123890,3,123887
123892,5,123887
123894,7,123887
123896,43,123853
123898,11,123887
123900,13,123887
123902,73,123829
123904,17,123887
123906,19,123887
123908,79,123829
123910,23,123887
123912,59,123853
123914,3,123911
123916,5,123911
123918,7,123911
123920,67,123853
123922,11,123911
123924,13,123911
123926,3,123923
123928,5,123923
123930,7,123923
123932,79,123853
123934,3,123931
123936,5,123931
123938,7,123931
123940,17,123923
123942,11,123931
123944,3,123941
123946,5,123941
123948,7,123941
123950,19,123931
123952,11,123941
123954,13,123941
123956,3,123953
123958,5,123953
123960,7,123953
123962,31,123931
123964,11,123953
123966,13,123953
123968,37,123931
123970,17,123953
123972,19,123953
123974,43,123931
123976,3,123973
123978,5,123973
123980,7,123973
123982,3,123979
123984,5,123979
123986,3,123983
123988,5,123983
123990,7,123983
123992,3,123989
123994,5,123989
123996,7,123989
123998,19,123979
124000,3,123997
124002,5,123997
124004,3,124001
124006,5,124001
124008,7,124001
124010,13,123997
124012,11,124001
124014,13,124001
124016,19,123997
124018,17,124001
124020,19,124001
124022,43,123979
124024,3,124021
124026,5,124021
124028,7,124021
124030,29,124001
124032,11,124021
124034,13,124021
124036,47,123989
124038,17,124021
124040,19,124021
124042,41,124001
124044,23,124021
124046,67,123979
124048,47,124001
124050,29,124021
124052,31,124021
124054,53,124001
124056,59,123997
124058,37,124021
124060,59,124001
124062,41,124021
124064,43,124021
124066,83,123983
124068,47,124021
124070,3,124067
124072,5,124067
124074,7,124067
124076,79,123997
124078,11,124067
124080,13,124067
124082,61,124021
124084,17,124067
124086,19,124067
124088,67,124021
124090,3,124087
124092,5,124087
124094,7,124087
124096,29,124067
124098,11,124087
124100,3,124097
124102,5,124097
124104,7,124097
124106,19,124087
124108,11,124097
124110,13,124097
124112,139,123973
124114,17,124097
124116,19,124097
124118,31,124087
124120,23,124097
124122,101,124021
124124,3,124121
124126,3,124123
124128,5,124123
124130,7,124123
124132,11,124121
124134,11,124123
124136,3,124133
124138,5,124133
124140,7,124133
124142,3,124139
124144,5,124139
124146,7,124139
124148,61,124087
124150,3,124147
124152,5,124147
124154,7,124147
124156,3,124153
124158,5,124153
124160,7,124153
124162,23,124139
124164,11,124153
124166,13,124153
124168,29,124139
124170,17,124153
124172,19,124153
124174,3,124171
124176,5,124171
124178,7,124171
124180,41,124139
124182,11,124171
124184,3,124181
124186,3,124183
124188,5,124183
124190,7,124183
124192,11,124181
124194,11,124183
124196,3,124193
124198,5,124193
124200,7,124193
124202,3,124199
124204,5,124199
124206,7,124199
124208,37,124171
124210,11,124199
124212,13,124199
124214,31,124183
124216,3,124213
124218,5,124213
124220,7,124213
124222,23,124199
124224,11,124213
124226,13,124213
124228,29,124199
124230,17,124213
124232,19,124213
124234,3,124231
124236,5,124231
124238,7,124231
124240,41,124199
124242,11,124231
124244,13,124231
124246,47,124199
124248,17,124231
124250,3,124247
124252,3,124249
124254,5,124249
124256,7,124249
124258,11,124247
124260,11,124249
124262,13,124249
124264,17,124247
124266,17,124249
124268,19,124249
124270,23,124247
124272,23,124249
124274,43,124231
124276,29,124247
124278,29,124249
124280,3,124277
124282,5,124277
124284,7,124277
124286,37,124249
124288,11,124277
124290,13,124277
124292,43,124249
124294,3,124291
124296,5,124291
124298,7,124291
124300,3,124297
124302,5,124297
124304,3,124301
124306,3,124303
124308,5,124303
124310,7,124303
124312,3,124309
124314,5,124309
124316,7,124309
124318,17,124301
124320,11,124309
124322,13,124309
124324,23,124301
124326,17,124309
124328,19,124309
124330,29,124301
124332,23,124309
124334,31,124303
124336,59,124277
124338,29,124309
124340,3,124337
124342,3,124339
124344,5,124339
124346,3,124343
124348,5,124343
124350,7,124343
124352,3,124349
124354,3,124351
124356,5,124351
124358,7,124351
124360,11,124349
124362,11,124351
124364,13,124351
124366,3,124363
124368,5,124363
124370,3,124367
124372,5,124367
124374,7,124367
124376,13,124363
124378,11,124367
124380,13,124367
124382,19,124363
124384,17,124367
124386,19,124367
124388,37,124351
124390,23,124367
124392,29,124363
124394,31,124363
124396,29,124367
124398,31,124367
124400,37,124363
124402,53,124349
124404,37,124367
124406,43,124363
124408,41,124367
124410,43,124367
124412,61,124351
124414,47,124367
124416,53,124363
124418,67,124351
124420,53,124367
124422,59,124363
124424,61,124363
124426,59,124367
124428,61,124367
124430,3,124427
124432,3,124429
124434,5,124429
124436,3,124433
124438,5,124433
124440,7,124433
124442,13,124429
124444,11,124433
124446,13,124433
124448,19,124429
124450,3,124447
124452,5,124447
124454,7,124447
124456,23,124433
124458,11,124447
124460,13,124447
124462,3,124459
124464,5,124459
124466,7,124459
124468,41,124427
124470,11,124459
124472,13,124459
124474,3,124471
124476,5,124471
124478,7,124471
124480,3,124477
124482,5,124477
124484,7,124477
124486,53,124433
124488,11,124477
124490,13,124477
124492,3,124489
124494,5,124489
124496,3,124493
124498,5,124493
124500,7,124493
124502,13,124489
124504,11,124493
124506,13,124493
124508,19,124489
124510,17,124493
124512,19,124493
124514,37,124477
124516,3,124513
124518,5,124513
124520,7,124513
124522,29,124493
124524,11,124513
124526,13,124513
124528,101,124427
124530,17,124513
124532,3,124529
124534,5,124529
124536,7,124529
124538,61,124477
124540,11,124529
124542,13,124529
124544,3,124541
124546,3,124543
124548,5,124543
124550,7,124543
124552,11,124541
124554,11,124543
124556,13,124543
124558,17,124541
124560,17,124543
124562,19,124543
124564,3,124561
124566,5,124561
124568,7,124561
124570,3,124567
124572,5,124567
124574,7,124567
124576,47,124529
124578,11,124567
124580,3,124577
124582,5,124577
124584,7,124577
124586,19,124567
124588,11,124577
124590,13,124577
124592,31,124561
124594,17,124577
124596,19,124577
124598,31,124567
124600,23,124577
124602,41,124561
124604,3,124601
124606,5,124601
124608,7,124601
124610,43,124567
124612,11,124601
124614,13,124601
124616,73,124543
124618,17,124601
124620,19,124601
124622,61,124561
124624,23,124601
124626,59,124567
124628,61,124567
124630,29,124601
124632,31,124601
124634,67,124567
124636,3,124633
124638,5,124633
124640,7,124633
124642,41,124601
124644,11,124633
124646,3,124643
124648,5,124643
124650,7,124643
124652,19,124633
124654,11,124643
124656,13,124643
124658,97,124561
124660,17,124643
124662,19,124643
124664,31,124633
124666,23,124643
124668,67,124601
124670,37,124633
124672,3,124669
124674,5,124669
124676,3,124673
124678,5,124673
124680,7,124673
124682,3,124679
124684,5,124679
124686,7,124679
124688,19,124669
124690,11,124679
124692,13,124679
124694,61,124633
124696,3,124693
124698,5,124693
124700,7,124693
124702,3,124699
124704,5,124699
124706,3,124703
124708,5,124703
124710,7,124703
124712,13,124699
124714,11,124703
124716,13,124703
124718,19,124699
124720,3,124717
124722,5,124717
124724,3,124721
124726,5,124721
124728,7,124721
124730,13,124717
124732,11,124721
124734,13,124721
124736,19,124717
124738,17,124721
124740,19,124721
124742,3,124739
124744,5,124739
124746,7,124739
124748,31,124717
124750,11,124739
124752,13,124739
124754,37,124717
124756,3,124753
124758,5,124753
124760,7,124753
124762,3,124759
124764,5,124759
124766,7,124759
124768,29,124739
124770,11,124759
124772,3,124769
124774,3,124771
124776,5,124771
124778,7,124771
124780,3,124777
124782,5,124777
124784,3,124781
124786,3,124783
124788,5,124783
124790,7,124783
124792,11,124781
124794,11,124783
124796,3,124793
124798,5,124793
124800,7,124793
124802,3,124799
124804,5,124799
124806,7,124799
124808,31,124777
124810,11,124799
124812,13,124799
124814,31,124783
124816,17,124799
124818,19,124799
124820,37,124783
124822,3,124819
124824,5,124819
124826,3,124823
124828,5,124823
124830,7,124823
124832,13,124819
124834,11,124823
124836,13,124823
124838,19,124819
124840,17,124823
124842,19,124823
124844,61,124783
124846,23,124823
124848,29,124819
124850,3,124847
124852,5,124847
124854,7,124847
124856,3,124853
124858,5,124853
124860,7,124853
124862,43,124819
124864,11,124853
124866,13,124853
124868,97,124771
124870,17,124853
124872,19,124853
124874,97,124777
124876,23,124853
124878,31,124847
124880,61,124819
124882,29,124853
124884,31,124853
124886,67,124819
124888,41,124847
124890,37,124853
124892,73,124819
124894,41,124853
124896,43,124853
124898,79,124819
124900,3,124897
124902,5,124897
124904,7,124897
124906,53,124853
124908,11,124897
124910,3,124907
124912,3,124909
124914,5,124909
124916,7,124909
124918,11,124907
124920,11,124909
124922,3,124919
124924,5,124919
124926,7,124919
124928,19,124909
124930,11,124919
124932,13,124919
124934,37,124897
124936,17,124919
124938,19,124919
124940,31,124909
124942,23,124919
124944,37,124907
124946,37,124909
124948,29,124919
124950,31,124919
124952,43,124909
124954,3,124951
124956,5,124951
124958,7,124951
124960,41,124919
124962,11,124951
124964,13,124951
124966,47,124919
124968,17,124951
124970,19,124951
124972,53,124919
124974,23,124951
124976,67,124909
124978,59,124919
124980,29,124951
124982,3,124979
124984,3,124981
124986,5,124981
124988,7,124981
124990,3,124987
124992,5,124987
124994,3,124991
124996,5,124991
124998,7,124991
125000,13,124987
125002,11,124991
125004,13,124991
125006,3,125003
125008,5,125003
125010,7,125003
125012,31,124981
125014,11,125003
125016,13,125003
125018,31,124987
125020,3,125017
125022,5,125017
125024,7,125017
125026,23,125003
125028,11,125017
125030,13,125017
125032,3,125029
125034,5,125029
125036,7,125029
125038,47,124991
125040,11,125029
125042,13,125029
125044,41,125003
125046,17,125029
125048,19,125029
125050,47,125003
125052,23,125029
125054,37,125017
125056,3,125053
125058,5,125053
125060,7,125053
125062,59,125003
125064,11,125053
125066,3,125063
125068,5,125063
125070,7,125063
125072,19,125053
125074,11,125063
125076,13,125063
125078,61,125017
125080,17,125063
125082,19,125063
125084,31,125053
125086,23,125063
125088,59,125029
125090,37,125053
125092,29,125063
125094,31,125063
125096,3,125093
125098,5,125093
125100,7,125093
125102,73,125029
125104,3,125101
125106,5,125101
125108,7,125101
125110,3,125107
125112,5,125107
125114,7,125107
125116,3,125113
125118,5,125113
125120,3,125117
125122,3,125119
125124,5,125119
125126,7,125119
125128,11,125117
125130,11,125119
125132,13,125119
125134,3,125131
125136,5,125131
125138,7,125131
125140,23,125117
125142,11,125131
125144,3,125141
125146,5,125141
125148,7,125141
125150,19,125131
125152,3,125149
125154,5,125149
125156,7,125149
125158,17,125141
125160,11,125149
125162,13,125149
125164,23,125141
125166,17,125149
125168,19,125149
125170,29,125141
125172,23,125149
125174,43,125131
125176,59,125117
125178,29,125149
125180,31,125149
125182,41,125141
125184,43,125141
125186,3,125183
125188,5,125183
125190,7,125183
125192,43,125149
125194,11,125183
125196,13,125183
125198,67,125131
125200,3,125197
125202,5,125197
125204,3,125201
125206,5,125201
125208,7,125201
125210,3,125207
125212,5,125207
125214,7,125207
125216,19,125197
125218,11,125207
125220,13,125207
125222,3,125219
125224,3,125221
125226,5,125221
125228,7,125221
125230,11,125219
125232,11,125221
125234,3,125231
125236,5,125231
125238,7,125231
125240,19,125221
125242,11,125231
125244,13,125231
125246,3,125243
